,Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De,Subject,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus,Report link,Summary link,Summary text
6012,6015,177.0,3,"""""26.02.2014""""","""""Common European sales law""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Lehne, Berlinguer """"","""""A7-0301/2013""""","""""2011/0284/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0301&language=EN""""","""""Committee on Legal Affairs""""","""""Legal affairs""""","""""vote: legislative resolution""""",1.0,,0,"""""RCV""""","""""+""""",416,159,65,1.0,8.0,218.0,0.0,6.0,70.0,113.0,0.0,0.018,0.258,0.799,0.0,0.182,0.843,0.579,0.0,0,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2011/0284(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1169480&t=e&l=en,"PURPOSE: to improve the establishment and the functioning of the internal market by facilitating the expansion of cross-border trade for business and cross-border purchases for consumers. PROPOSED ACT: Regulation of the European Parliament and of the Council. BACKGROUND: differences in contract law between Member States and the additional transaction costs and complexity that they generate in cross-border transactions dissuade a considerable number of traders, in particular SME, from expanding into markets of other Member States. These differences also have the effect of limiting competition in the internal market. Currently, only one in ten traders in the Union exports goods within the Union and the majority of those who do, only export to a small number of Member States. The value of the trade foregone each year between Member States due to differences in contract law alone amounts to tens of billions of Euros. With its 2001 Communication on European contract law,  the Commission launched a process of extensive public consultation on the problems arising from differences between Member States' contract laws. In July 2010, the Commission launched a public consultation by publishing a 'Green Paper on policy options for progress towards a European contract law for consumers and businesses', which set out different policy options on how to strengthen the internal market by making progress in the area of European contract law. In response to the Green Paper, the European Parliament issued a Resolution on 8 June 2011 in which it expressed its strong support for an instrument which would improve the establishment and the functioning of the internal market and bring benefits to traders, consumers and Member States' judicial systems. The Commission Communication 'Europe 2020' recognises the need to make it easier and less costly for traders and consumers to conclude contracts with partners in other Member States, notably by making progress towards an optional European contract law. The Digital Agenda for Europe envisages an optional instrument in European contract law to overcome the fragmentation of contract law and boost consumer confidence in e-commerce. IMPACT ASSESSMENT: the Impact Assessment analysed the seven policy options set out in the Green Paper. These options were: (1) the baseline scenario (no policy change); (2) a toolbox for the legislator; (3) a Recommendation on a Common European Sales Law; (4) a Regulation setting up an optional Common European Sales Law; (5) a Directive (full or minimum harmonisation) on a mandatory Common European Sales Law; (6i) a Regulation establishing a European contract law; (7) a Regulation establishing a European Civil Code. The establishment of an optional uniform contract law regime (Option 4) was therefore reasoned to be the most proportionate action as it would reduce transaction costs experienced by traders exporting to several Member States and give consumers more product choice at a lower price LEGAL BASIS: Article 114 of the Treaty on the Functioning of the European Union (TFEU). CONTENT: t he Proposal provides for the establishment of a Common European Sales Law. It harmonises the national contract laws of the Member States not by requiring amendments to the pre-existing national contract law, but by creating within each Member State's national law a second contract law regime for contracts covered by its scope that is identical throughout the European Union and will exist alongside the pre-existing rules of national contract law. This ‘second regime’ is characterised by the following features: A contract law regime common to all Member States : the Common European Sales Law will be a 'second regime' of contract law that is identical in every Member State. It will be common for the whole of the EU. An optional regime : the choice of the Common European Sales Law will be voluntary. In line with the principle of freedom of contract, a trader is free to choose to offer a contract under this regime (opt-in system) or to remain with the existing national contract law. Focus on 'sales' contracts : the Common European Sales Law will introduce a self-standing and complete set of rules for sales transactions. This will in particular but not exclusively be useful for the online supply of goods. The Common European Sales Law could also be used, for example when buying music, films, software or applications that are downloaded from the internet. These products would be covered irrespective of whether they are stored on a tangible medium such as a CD or a DVD. Limited to cross-border contracts : the scope of the Common European Sales Law is focussed on cross-border situations where the problems of additional transactions costs and legal complexity arise. The Common European Sales Law is therefore targeted to where it is needed and is not available as a general substitute to existing national contract law. It is left to the discretion of Member States whether to give the regime a wider application. Member States thus have the choice to make the Common European Sales Law also available for domestic contracts – which could further reduce transaction costs for businesses active on the single market. Focus on B2C contracts and B2B contracts where at least one party is an SME : t he scope of the Common European Sales Law is focussed on aspects which pose real problems in cross-border transactions, i.e. business-to-consumer relations and business-to-business relations where at least one of the parties is an SME. Contracts concluded between private individuals (C2C) and contracts between traders where neither of the parties is an SME are not included. Identical set of consumer protection rules : the Regulation will establish for all the areas of contract law the same common level of consumer protection. A comprehensive set of contract law rules : t he Common European Sales Law includes rules that cover issues of contract law that are of practical relevance during the life-cycle of a cross-border contract. These issues fall within the areas of the rights and obligations of the parties and the remedies for non-performance, pre-contractual information duties, the conclusion of a contract (including formal requirements), the right of withdrawal and its consequences, avoidance resulting from a mistake, fraud or unfair exploitation, interpretation, the contents and effects of a contract, the assessment and consequences of unfairness of contract terms, restitution after avoidance and termination as well as prescription. It settles the sanctions available in case of the breach of the obligations and duties arising under its application. On the other hand, certain topics that are either very important for national laws or less relevant for cross-border contracts – such as rules on legal capacity, illegality/immorality or representation and the plurality of debtors and creditors – will not be addressed by the Common European Sales Law. These topics continue to be governed by the rules of the national law that is applicable under the Rome I Regulation. With an international dimension : the proposal also has an international vocation in that, in order to be applicable, it is sufficient that only one party is established in a Member State of the EU. This international vocation enables the Common European Sales Law to become a standard setter for international transactions in the area of sales contracts. BUDGETARY IMPLICATION: after the adoption of the proposal, the Commission will set up a database for the exchange of information concerning final judgments referring to the Common European Sales Law or any other provision of the Regulation, as well as relevant judgements of the Court of Justice of the European Union. The costs associated with this data-base are likely to grow as more final judgments become available. At the same time, the Commission will organise training sessions for legal practitioners using the Common European Sales Law. These costs are likely to decrease with time, as knowledge about how the Common European Sales Law works spreads."
6017,6020,177.0,5,"""""26.02.2014""""","""""Manufacture, presentation and sale of tobacco and related products""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""McAvan""""","""""A7-0276/2013""""","""""2012/0366/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0276&language=EN""""","""""Committee on the Environment, Public Health and Food Safety""""","""""Environment & public health""""","""""vote: legislative resolution""""",1.0,,0,"""""RCV""""","""""+""""",514,66,58,6.0,12.0,197.0,52.0,10.0,59.0,157.0,21.0,0.105,0.387,0.722,0.912,0.303,0.711,0.805,0.6,0,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2012/0366(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1240656&t=e&l=en,"PURPOSE: to revise Directive 2001/37/EC on tobacco products in order to improve the functioning of the internal market and ensure a high level of health protection. PROPOSED ACT: Directive of the European Parliament and of the Council. BACKGROUND: tobacco is the most significant cause of premature death in the EU, responsible for almost 700 000 deaths every year. More than ten years have passed since the adoption of the Directive 2001/37/EC on tobacco products. In line with market, scientific and international developments, it has become necessary to update and complement this Directive. The overall objective of the revision is to improve the functioning of the internal market. In particular, the proposal aims to: · update already harmonised areas, in order to overcome obstacles encountered by Member States in bringing their national legislation in line with new market, scientific and international developments; · address product related measures not yet covered by the Directive; · ensure that provisions of the Directive are not circumvented by the placing on the market of products not compliant with the Directive; · ensure a harmonised implementation of international obligations following from the WHO Framework Convention on Tobacco Control (FCTC), which is binding for the EU and all Member States. With regard to health protection, the proposed revision: · seeks to regulate tobacco products in a way that reflects their specific characteristics (nicotine has addictive properties) and the negative consequences of their consumption (mouth, throat and lung cancer, cardiovascular problems including heart attacks, strokes, clogged arteries, increased risk of blindness, impotence, lower fertility, impact on the unborn child etc); · focuses on initiation of tobacco consumption, in particular by young people, taking into account that 70% of the smokers start before the age of 18 and 94% before the age of 25; · create conditions which allow all citizens across the EU to take informed decisions about the products, based on accurate information on the health consequences of consuming tobacco products. The Commission's proposal for a Regulation of the European Parliament and of the Council on establishing a Health for Growth Programme contains measures which have as their direct objective the protection of public health regarding tobacco products and advertisement required by or contributing to the objectives of EU legislation in this field. IMPACT ASSESSMENT: the Commission undertook an impact assessment which accompanies the proposal. A high level of health protection has been taken as the basic criteria amongst the different strategic options that were considered during the review of the Directive. LEGAL BASIS: Article 114 of the Treaty on the Functioning of the European Union (TFEU). CONTENT : the revision of Directive 2001/37/CE focuses on the following areas: 1) Ingredients and emissions : the maximum yields of tar, nicotine and carbon monoxide as well as the measurement methods remain the same as in Directive 2001/37/EC. · keeps in place the mandatory reporting system of ingredients and, in addition, provides that a common electronic format for the reporting and manufacturers are required to provide supporting data (e.g. marketing reports); · provides that placing on the market of new or modified tobacco products must not take place before the submission of ingredients data. Reported data, excluding confidential information, must be published; · prohibits tobacco products with characterising flavours, such as fruit flavours or chocolate, and prohibits flavourings in filters, papers or packages; · forbids additives associated with energy and vitality (e.g. caffeine and taurine), or creating the impression that products have health benefits (e.g. vitamins); · exempts tobacco products other than cigarettes, roll-your own tobacco and smokeless tobacco products, i.e. cigars, cigarillos and pipe tobacco from some provisions such as the prohibition of products with characterising flavours. The exemption shall be removed if there is a substantial change of circumstances (in terms of sales volume or prevalence level among young people). 2) Labelling and packaging : the proposal seeks to ensure that the appearance of the package reflects the characteristics of the product inside the package - a product that has negative health consequences, is addictive, and is not for the consumption of children and teenagers. In concrete terms, the proposal: · provides that that combined warnings (picture plus text) of 75% should be displayed on both sides of the packages of tobacco products, presented in rotation; · replaces tar, nicotine and carbon monoxide (TNCO) levels on the packages with an information message referring to harmful substances of tobacco; · ensures that display of cessation information (e.g. quit-lines, websites) is added to the packages; · states that neither packaging of tobacco products, nor the products themselves, shall include any elements that promote tobacco products or mislead consumers into believing that the product is less harmful than others, refers to flavours or tastes or resembles a food product; · exempts tobacco products other than cigarettes and roll-your own tobacco from larger health warnings; · provides that in order to increase the visibility of the health warnings on smokeless tobacco products, these will have to be put on both sides of the package according to the proposal, but their size will remain unchanged compared to Directive 2001/37. 3) Traceability and security features : the proposal: · provides for an EU tracking and tracing system at packet level for tobacco products throughout the supply chain (excluding retail). Tobacco products other than cigarettes and roll-your-own-tobacco are granted a transitional period of five years; · provides that technical standards to ensure compatibility between the tracking and tracing systems used as well as for the contracts with third parties shall be adopted by delegated acts. Technical standardisations for security features shall also be adopted through delegated acts. 4) Tobacco for oral use : the ban of placing on the market (including cross-border distance sale) of tobacco for oral use as set out in Directive 2001/37/EC is maintained (except for Sweden which has an exemption in its Accession Treaty). 5) Cross-border distance sales of tobacco products : cross-border distance sales of tobacco products fall outside the scope of Directive 2001/37/EC. The proposal: · includes a notification obligation for retailers of tobacco products intending to engage in cross-border distance sales; · allows Member States to require the retailer to appoint a natural person, who ensures compliance with the Directive of products delivered to customers in the Member States concerned; · provides a mandatory age verification mechanism. 6) Novel tobacco products (do not fall within any of the established product categories): these products will have to respect requirements of the Directive (e.g. in terms of labelling and ingredients) to ensure a level playing field, and the applicable rules will depend on whether the product involves a combustion process or not. The proposal also provides a notification obligation for novel tobacco products and the Commission will issue a report on market development in these products five years after the transposition deadline of the Directive. 7) Nicotine containing products (NCP): bearing in mind the novelty and the rapid growth of the market in NCP, the proposal removes current legislative divergence between Member States and the differential treatment between Nicotine Replacement Therapies and Nicotine Containing Products. The proposal provides that: · NCP that either have a nicotine level exceeding 2 mg, a nicotine concentration exceeding 4 mg per ml or whose intended use results in a mean maximum peak plasma concentration exceeding 4 ng per ml may be placed on the market only if they have been authorised as medicinal products on the basis of their quality, safety and efficacy, and with a positive risk/benefit balance; · NCP with nicotine levels below this threshold can be sold as consumer products provided they feature an adapted health warning. 8) Herbal products for smoking : herbal products for smoking fall outside the scope of Directive 2001/37/EC and Member States regulate these products in different ways. The proposal provides for adapted health warnings for herbal products for smoking to inform consumers about the adverse health effects of these products. In addition, no promotional or misleading elements are allowed on the packages. BUDGETARY IMPLICATIONS: the estimated impact on expenditure (operational appropriations, human resources and other administrative expenditure) amounts to EUR 7,888 millions for the period 2014-2018. DELEGATED ACTS: the proposal contains provisions empowering the Commission to adopt delegated acts in accordance with Article 290 of the Treaty on the Functioning of the European Union (TFEU)."
6044,6047,178.0,1,"""""27.02.2014""""","""""European Investigation Order""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Melo """"","""""A7-0477/2013""""",""""" 2010/0817/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0477&language=EN""""","""""Committee on Civil Liberties, Justice and Home Affairs""""","""""Civil liberties, justice & home affairs""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",467,22,10,26.0,6.0,187.0,45.0,7.0,47.0,135.0,14.0,0.456,0.194,0.685,0.789,0.212,0.566,0.692,0.4,0,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference="""" 2010/0817(COD"""")",NA,NA
6045,6048,178.0,1,"""""27.02.2014""""","""""Visa requirements for third-countries nationals""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Fajon """"","""""A7-0104/2014""""","""""2013/0415/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0104&language=EN""""","""""Committee on Civil Liberties, Justice and Home Affairs""""","""""Civil liberties, justice & home affairs""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",460,40,10,23.0,5.0,170.0,47.0,8.0,53.0,133.0,21.0,0.404,0.161,0.623,0.825,0.242,0.639,0.682,0.6,0,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2013/0415(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1325695&t=e&l=en,"PURPOSE: to amend Regulation (EC) No 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders and those whose nationals are exempt from that requirement. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: Council Regulation (EC) No 539/2001 lists the third countries whose nationals must be in possession of visas when crossing the external borders (the so-called negative list (Annex I) and those whose nationals are exempt from that requirement (the so-called positive list (Annex II)). As the criteria set out in Regulation (EC) No 539/2001 can evolve over time in relation to third countries, the composition of the negative and positive lists should be reviewed and amended when appropriate. Third countries for which the situation has changed as regards these criteria, should be transferred from one Annex to the other. CONTENT: following successful negotiations between the EU and Moldova and taking into consideration the progress made by Moldova in its visa liberalisation dialogue during the last three years, the Commission proposes to transfer Moldova from the negative to the positive list, however with a limitation of this visa waiver to the holders of biometric passports issued by Moldova in line with standards of the International Civil Aviation Organisation (ICAO). BUDGETARY IMPLICATION: this proposal has no implication on the European Union budget."
6046,6049,178.0,1,"""""27.02.2014""""","""""Control of persons at external borders""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Fajon """"","""""A7-0082/2014""""",""""" 2013/0210/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0082&language=EN""""","""""Committee on Civil Liberties, Justice and Home Affairs""""","""""Civil liberties, justice & home affairs""""","""""vote: legislative resolution""""",1.0,,0,"""""RCV""""","""""+""""",502,17,18,18.0,9.0,201.0,51.0,11.0,55.0,137.0,20.0,0.316,0.29,0.736,0.895,0.333,0.663,0.703,0.571,0,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference="""" 2013/0210(COD"""")",NA,NA
6047,6050,178.0,1,"""""27.02.2014""""","""""Third countries whose nationals must be in possession of visas when crossing the external borders of Member States and those whose nationals are exempt from that requirement""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Gabriel """"","""""A7-0373/2013""""","""""2012/0309/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0373&language=EN""""","""""Committee on Civil Liberties, Justice and Home Affairs""""","""""Civil liberties, justice & home affairs""""","""""vote: legislative resolution""""",1.0,,0,"""""RCV""""","""""+""""",523,41,13,30.0,7.0,204.0,50.0,7.0,56.0,148.0,21.0,0.526,0.226,0.747,0.877,0.212,0.675,0.759,0.6,0,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2012/0309(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1232480&t=e&l=en,"PURPOSE: to amend Regulation (EC) No 539/2001 to include some small Pacific islands on the positive list under the Regulation (Regulation, Annex II, list of nationals exempt from the obligation to be in possession of visas when crossing the external borders of Member States). PROPOSED ACT: Regulation of the European Parliament and of the Council. CONTEXT: Regulation (EC) No 539/2001 lists the third countries whose nationals must be in possession of visas when crossing the external borders (the so-called negative list) and those whose nationals are exempt from that requirement (the so-called positive list). The determination of those third countries whose nationals are subject to the visa requirement, and those exempt from it, is governed by a considered, case-by-case assessment of a variety of criteria relating inter alia to illegal immigration, public policy and security, and to the European Union's external relations with third countries or territories. Consideration is also given to the implications of regional coherence and reciprocity. In view of the criteria of public order and illegal immigration, particular attention should also be paid to the security of travel documents issued by the third countries or territories concerned. As the criteria set out in Regulation (EC) No 539/2001 can evolve over time in relation to third countries, the composition of the negative and positive lists should be reviewed at regular intervals. This review aims in particular to: · ensure that the composition of the lists of third countries complies with the criteria set out in Recital 5 of the Regulation, in particular the illegal immigration and public policy criteria and the transfer of countries from one annex to another as appropriate; · ensure that in accordance with Article 77 (2) (a) of the TFEU, the Regulation determines exhaustively whether a third-country national is to be subject to, or exempt from, the visa requirement. As a result, a new amended version of Regulation (EC) No 539/2001 is proposed to add a certain number of States to the positive or negative list of the Regulation. IMPACT ASSESSMENT: no impact assessment has been carried out. LEGAL BASE: article 77, par. 2, point a) of the Treaty on the Functioning of the European Union (TFEU). CONTENT: in line with the approach taken within the framework of previous amendments to Regulation (EC) No 539/2001, it is proposed to: · transfer some countries onto the positive list : t he imposition of the visa requirement on the nationals of Dominica, Grenada, Kiribati , Marshall Islands, Micronesia, Nauru, Palau, Saint Lucia, Saint Vincent and the Grenadines, Samoa, Solomon Islands, Timor-Leste, Tonga, Trinidad and Tobago, Tuvalu and Vanuatu is no longer justified. These countries do not present any risk of illegal immigration or a threat to public policy for the Union in accordance with the criteria set out in recital 5 of Regulation (EC) N° 539/2001. Consequently, nationals of those countries should be exempt from the visa requirement for stays of no more than three months in all and references to those countries should be transferred to Annex II. Exemption from the visa requirement should not come into force until bilateral agreements on visa waiver between the Union and the countries concerned have been concluded in order to ensure full reciprocity. · transfer the groups of “ British nationals ” onto the positive list : statistical data show that the groups of British nationals currently listed in point 3 of Annex I do not pose a risk in terms of irregular migration to the Schengen Area and that most of them live in islands of the Caribbean region which have strong links and similarities with neighbouring countries which are exempt from the visa obligation. These groups of British nationals should therefore be exempt from the visa requirement for stays of no more than three months in all and references to those groups should be transferred to Annex II. · update the negative list (Annex I) by the inclusion of South Sudan: on 9 July 2011, South Sudan declared its independence from Sudan, which is on the negative list. On 14 July 2011, the country was granted membership of the United Nations. Annex I should therefore be amended so as to include South Sudan. BUDGETARY IMPLICATIONS: the proposed amendment has no implications for the Union budget."
6079,6082,179.0,1,"""""11.03.2014""""","""""Statistics of goods transport by inland waterways (delegated and implementing powers)""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Lichtenberger """"","""""A7-0003/2014""""","""""2013/0226/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0003&language=EN""""","""""Committee on Transport and Tourism""""","""""Transport & tourism""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",645,24,3,50.0,16.0,237.0,52.0,15.0,73.0,173.0,29.0,0.877,0.516,0.868,0.912,0.455,0.88,0.887,0.829,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2013/0226(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1281156&t=e&l=en,"PURPOSE: to amend Regulation (EC) No 1365/2006 on statistics of goods transport by inland waterways as regards conferring of delegated and implementing powers upon the Commission for the adoption of certain measures. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: the Treaty on the Functioning of the European Union (TFEU) makes a distinction between: the powers which may be delegated to the Commission to adopt non-legislative acts of general application to supplement or amend certain non-essential elements of the legislative act, as laid down in Article 290(1) of the TFEU (delegated acts), and the implementing powers which shall be conferred on the Commission where uniform conditions for implementing legally binding Union acts are needed, as laid down in Article 291(2) of the TFEU (implementing acts). In the context of the alignment of Regulation (EC) No 1365/2006 to the new rules of the TFEU, implementing powers currently conferred upon the Commission by that Regulation should be provided for by powers to adopt delegated and/or implementing acts. IMPACT ASSESSMENT: no impact assessment was undertaken. LEGAL BASIS: Article 338(1) of the Treaty on the Functioning of the European Union (TFEU). CONTENT: as regards Regulation (EC) No 1365/2006, it is proposed to: empower the Commission to adopt delegated acts in order to adapt the threshold for statistical coverage of inland waterways transport, to adapt the definitions and adopt additional definitions, as well as to adopt delegated acts in order to adapt the data collection scope and the content of the Annexes; confer implementing powers on the Commission with a view to ensuring uniform conditions concerning the arrangements for transmitting data to the Commission (Eurostat) including data interchange standards and for the dissemination of results by the Commission (Eurostat), and to developing and publishing methodological requirements and criteria designed to ensure the quality of the data produced, in accordance with the examination procedure laid down in Article 5 of Regulation (EU) No 182/2011. BUDGETARY IMPLICATION: the proposal has no implication for the EU budget."
6080,6083,179.0,1,"""""11.03.2014""""","""""Statistics for the macroeconomic imbalances procedure""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Eppink """"","""""A7-0143/2014""""",""""" 2013/0181/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0143&language=EN""""","""""Committee on Economic and Monetary Affairs""""","""""Economic & monetary affairs""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",614,56,6,52.0,15.0,238.0,54.0,10.0,73.0,172.0,0.0,0.912,0.484,0.872,0.947,0.303,0.88,0.882,0.0,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference="""" 2013/0181(COD"""")",NA,NA
6081,6084,179.0,1,"""""11.03.2014""""","""""Extension of the EC-USA scientific and technological cooperation agreement""""","""""***""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Sartori """"","""""A7-0126/2014""""","""""2013/0351/NLE""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0126&language=EN""""","""""Committee on Industry, Research and Energy""""","""""Industry, research & energy""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",570,38,69,52.0,18.0,236.0,4.0,13.0,72.0,174.0,1.0,0.912,0.581,0.864,0.07,0.394,0.867,0.892,0.029,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2013/0351(NLE"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1329343&t=e&l=en,NA
6082,6085,179.0,1,"""""11.03.2014""""","""""Nagoya Protocol on Access to genetic resources""""","""""***""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Bélier """"","""""A7-0061/2014""""","""""2012/0279/NLE""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0061&language=EN""""","""""Committee on the Environment, Public Health and Food Safety""""","""""Environment & public health""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",647,12,11,52.0,17.0,236.0,52.0,18.0,69.0,173.0,30.0,0.912,0.548,0.864,0.912,0.545,0.831,0.887,0.857,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2012/0279(NLE"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1330741&t=e&l=en,NA
