,Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,"Final 
vote?",Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus,Report link,Summary link,Summary text
220,221,13.0,1.0,"""""16.12.2014""""","""""Renewal of the Agreement on cooperation in science and technology with Ukraine""""","""""***""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Buzek""""","""""A8-0039/2014""""","""""2014/0154/NLE""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0039&language=EN""""","""""Committee on Industry, Research and Energy""""","""""Industry, research & energy""""","""""approbation""""",1.0,,0,"""""RCV""""","""""+""""",579,112,12,61.0,16.0,203.0,50.0,4.0,64.0,178.0,3.0,0.871,0.333,0.919,1.0,0.077,0.955,0.932,0.058,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0154(NLE"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1353169&t=e&l=en,NA
221,222,13.0,1.0,"""""16.12.2014""""","""""Participation of Croatia in the European Economic Area""""","""""***""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Lambsdorff""""","""""A8-0026/2014""""","""""2014/0047/NLE""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0026&language=EN""""","""""Committee on International Trade""""","""""International trade""""","""""approbation""""",1.0,,0,"""""RCV""""","""""+""""",622,31,51,62.0,23.0,203.0,50.0,7.0,65.0,178.0,34.0,0.886,0.479,0.919,1.0,0.135,0.97,0.932,0.654,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0047(NLE"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1347196&t=e&l=en,NA
227,228,14.0,1.0,"""""17.12.2014""""","""""Autonomous trade preferences for the Republic of Moldova""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Moisă""""","""""A8-0053/2014""""","""""2014/0250/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0053&language=EN""""","""""Committee on International Trade""""","""""International trade""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",551,67,23,47.0,4.0,191.0,49.0,3.0,63.0,168.0,26.0,0.671,0.083,0.864,0.98,0.058,0.94,0.88,0.5,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0250(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1355406&t=e&l=en,"PURPOSE: to amend Council Regulation (EC) No 55/2008 with a view to further liberalising imports of certain products of the fruit and vegetables sector from Moldova into the EU. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: Council Regulation (EC) No 55/2008 established a specific scheme of autonomous trade preferences (ATPs) for Moldova. That scheme gives all products originating in the Republic of Moldova free access to the Union market, except for certain agricultural products listed in Annex I to that Regulation for which limited concessions have been granted either in the form of exemption from customs duties within the limit of tariff quotas or of reduction of customs duties. In the framework of the European Neighbourhood Policy (ENP), the EU-Moldova ENP Action Plan, and the Eastern Partnership, Moldova has adopted an ambitious agenda for political association and further economic integration with the Union. The Association Agreement, including the establishment of a Deep and Comprehensive Free Trade Area (DCFTA) between the Union and Moldova was signed on 27 June 2014 and will apply provisionally from 1 September 2014. The specific scheme of autonomous trade preferences will continue to apply until 31 December 2015. Recently Moldova has experienced and continues to experience difficulties with its fruit and vegetables exports to some of its traditional markets, which threaten its economic recovery and the reform process that is vigorously pursued by the government of Moldova. The agricultural sector represents around 40 per cent of Moldova's economy and the horticultural sector is an important part of it, providing employment to some 250 000 people (i.e. around 10% of the active population). Moreover, horticultural export levels have fallen in recent years. Taking into consideration the current temporary severe difficulties in accessing Moldova's traditional export markets for a number of products, the European Commission proposes to increase temporarily its fully liberalised market access for imports of these products from Moldova, allowing their commercialisation in the Union. CONTENT: in order to support the efforts of Moldova in accordance with the objectives set out in the ENP, the Eastern Partnership and the Association Agreement, the proposed amendment to Council Regulation (EC) No 55/2008 introduces three new duty free tariff quotas for fresh apples, fresh table grapes and fresh plums. As the Autonomous Trade Preference scheme expires at the end of 2015, this amendment provides for a time-limited response to the immediate needs for the key export products adversely affected (i.e. apples, plums and table grapes). BUDGETARY IMPLICATIONS: the proposed amendment to the Regulation incurs negligible implications for the EU budget. The total imports from Moldova to the EU in 2013 constituted 0.1% of the total imports to the EU. Whereas about 90% of all imports from Moldova enter the EU duty-free, imports of fresh apples, fresh plums and fresh table grapes under entry price from the Republic of Moldova represented less than 0.01% of the total EU imports from the world of these products. The corresponding loss of tariff revenue should therefore have a limited impact on the EU’s own resources."
228,229,14.0,1.0,"""""17.12.2014""""","""""Tariff treatment for goods originating from Ecuador""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Scholz""""","""""A8-0056/2014""""","""""2014/0287/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0056&language=EN""""","""""Committee on International Trade""""","""""International trade""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",523,39,102,57.0,3.0,194.0,1.0,5.0,64.0,174.0,25.0,0.814,0.062,0.878,0.02,0.096,0.955,0.911,0.481,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0287(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1360082&t=e&l=en,"PURPOSE: as from 1 January 2015, to maintain the level of duty rates applicable to Ecuador to those which apply from the date of initialling of the Protocol of Accession of this country to the Trade Agreement concluded between the EU and Colombia/Peru. PROPOSED ACT: Regulation of the Council and the European Parliament. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: on 17 July 2014 the negotiations were concluded with Ecuador for its accession to the Trade Agreement concluded between the EU and Colombia/Peru. As a result of these negotiations, a Protocol of Accession by Ecuador to the Agreement was initialled between the parties. In order to avoid unnecessary trade disruption pending the completion of the procedures for the approval and application of the Protocol of Accession, it is necessary to ensure that customs duties applied on the date of initialling of the Protocol of Accession are not increased and that no new customs duties are applied on products originating in Ecuador. To this end, the proposed Regulation provides for the maintenance of the level of duty rates that were applicable to Ecuador on the date of initialling of the Protocol of Accession. CONTENT: this proposal seeks to put in place an interim reciprocal arrangement for the establishment of a free-trade area with Ecuador in order to avoid unnecessary trade disruption, following the initialling of the Protocol of Accession. As from 1 January 2015 , customs duties applied on the date of initialling of the Protocol of Accession are not increased nor new customs duties applied on products originating in Ecuador. Duration of the application : the Regulation shall apply from 1 January 2015. It shall expire six months after the Protocol of Accession enters into force or, where appropriate, is applied provisionally, or on 31 December 2016, whichever occurs first. Condition for the application : Ecuador should abstain from introducing new duties or charges having equivalent effect or new quantitative restrictions or measures having equivalent effect for imports originating in the Union, or from increasing existing levels of duties or charges or from introducing any other restrictions from [the date of initialling of the Protocol of Accession]. Ecuador should also: maintain its commitment to core international conventions on human and labour rights, environmental protection and good governance; be subject to benefit from the tariff treatment provided under this Regulation should be conditional on compliance by Ecuador with the relevant rules of origin of products and the procedures related thereto. In the event of failure to comply with any of the conditions laid down in this Regulation, implementing powers should be conferred on the Commission to suspend temporarily in whole or in part the tariff treatment provided therein. Those powers should be exercised in accordance with Regulation (EU) No 182/2011 of the European Parliament and the Council. BUDGETARY IMPLICATION: the proposal maintains the current market access arrangements and in this sense does not have any additional financial implications for the EU budget. The absence of its application would, however, entail a potential increase in the customs revenue collection. The amount of this customs revenue collection is difficult to predict, but would in any case be relatively small. The duty savings incurred by current market access regime enjoyed by Ecuador and which lapses on 1 January 2015 are in the range of EUR 215 million (based on 2013 trade figures)."
281,282,15.0,1.0,"""""18.12.2014""""","""""Association Agreement with Georgia""""","""""***""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Mamikins""""","""""A8-0041/2014""""","""""2014/0086/NLE""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0041&language=EN""""","""""Committee on Foreign Affairs""""","""""Foreign & security policy""""","""""approbation""""",1.0,,0,"""""RCV""""","""""+""""",490,76,57,55.0,3.0,174.0,45.0,4.0,54.0,154.0,1.0,0.786,0.062,0.787,0.9,0.077,0.806,0.806,0.019,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0086(NLE"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1355532&t=e&l=en,NA
282,283,16.0,1.0,"""""13.01.2015""""","""""Fisheries Partnership Agreement between the EU and São Tomé and Príncipe: fishing opportunities and financial contribution""""","""""***""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""João Ferreira""""","""""A8-0061/2014""""","""""2014/0115/NLE""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0061&language=EN""""","""""Committee on Fisheries""""","""""Fisheries""""","""""approbation""""",1.0,,0,"""""RCV""""","""""+""""",566,43,68,6.0,44.0,192.0,43.0,12.0,65.0,166.0,38.0,0.086,0.917,0.869,0.86,0.231,0.97,0.869,0.731,0,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0115(NLE"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1349237&t=e&l=en,NA
283,284,16.0,1.0,"""""13.01.2015""""","""""EU-Seychelles Agreement on access for fishing vessels to waters of Mayotte""""","""""***""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Cadec""""","""""A8-0055/2014""""","""""2014/0079/NLE""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0055&language=EN""""","""""Committee on Fisheries""""","""""Fisheries""""","""""approbation""""",1.0,,0,"""""RCV""""","""""+""""",628,41,18,62.0,42.0,197.0,44.0,13.0,65.0,169.0,36.0,0.886,0.875,0.891,0.88,0.25,0.97,0.885,0.692,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0079(NLE"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1348884&t=e&l=en,NA
284,285,16.0,1.0,"""""13.01.2015""""","""""Protocol to the Euro-Mediterranean Agreement between the EC and Tunisia, to take account of the accession of Bulgaria and Romania to the EU""""","""""***""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Brok""""","""""A8-0049/2014""""","""""2009/0174/NLE""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0049&language=EN""""","""""Committee on Foreign Affairs""""","""""Foreign & security policy""""","""""approbation""""",1.0,,0,"""""RCV""""","""""+""""",568,55,65,62.0,20.0,197.0,49.0,7.0,66.0,167.0,0.0,0.886,0.417,0.891,0.98,0.135,0.985,0.874,0.0,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2009/0174(NLE"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1347755&t=e&l=en,NA
286,287,16.0,1.0,"""""13.01.2015""""","""""Provisions for fishing in the GFCM (General Fisheries Commission for the Mediterranean) Agreement area""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Mato""""","""""A8-0057/2014""""","""""2014/0213/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0057&language=EN""""","""""Committee on Fisheries""""","""""Fisheries""""","""""vote: legislative resolution""""",1.0,,0,"""""RCV""""","""""+""""",583,91,15,62.0,24.0,194.0,49.0,11.0,62.0,168.0,13.0,0.886,0.5,0.878,0.98,0.212,0.925,0.88,0.25,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0213(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1352280&t=e&l=en,"PURPOSE: to transpose in Union law a number of measures adopted by the General Fisheries Commission for the Mediterranean (GFCM) at its annual sessions of 2011, 2012 and 2013. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: the GFCM Agreement provides an appropriate framework for multilateral cooperation to promote the development, conservation, rational management and best utilisation of living marine resources in the Mediterranean and the Black Sea at levels which are considered sustainable and at low risk of collapse. The European Union, as well as Bulgaria, Greece, Spain, France, Croatia, Italy, Cyprus, Malta, Romania and Slovenia are contracting parties to the GFCM Agreement. At its Annual Sessions in 2011 and 2012, the GFCM adopted measures for the sustainable exploitation of red coral in its area of competence to be implemented in Union law. The GFCM adopted other recommendations laying down: measures for the mitigation of incidental catches of seabirds, sea turtles, monk seals and cetaceans in fishing activities in the GFCM Agreement area to be implemented in Union law; measures aiming to ensure in its area of competence a high level of protection from fishing activities to sharks and rays, and in particular to the shark and ray species listed as endangered or threatened under Annex II of the Protocol concerning Specially Protected Areas and Biological Diversity in the Mediterranean to the Barcelona Convention; measures for fisheries exploiting small pelagic stocks in the Adriatic Sea which should be implemented in Union law. Regulation (EU) No 1343/2011 of the European Parliament and of the Council lays down certain provisions for fishing in the GFCM Agreement area. It is proposed to amend this Regulation to include the measures contained in the GFCM recommendations. CONTENT: the proposal contains technical measures for the sustainable exploitation of red coral, the mitigation of incidental captures of seabirds, sea turtles and cetaceans and the conservation of monk seals, sharks and rays in the GFCM Agreement area. Such measures go beyond the protection already ensured to these species at EU level by the Habitats Directive and other Union acts and include specific recording and reporting obligations for both operators and Member States. The proposal also implements in Union law certain measures for fisheries for small pelagic stocks in the Adriatic Sea. DELEAGTED ACTS: the proposal contains provisions empowering the Commission to adopt delegated acts in accordance with Article 290 of the treaty on the Functioning of the European Union."
328,329,18.0,1.0,"""""11.02.2015""""","""""Safeguard measures provided for in the Agreement with Iceland""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Duda""""","""""A8-0031/2014""""","""""2014/0160/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0031&language=EN""""","""""Committee on Legal Affairs""""","""""Legal affairs""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",630,27,34,66.0,24.0,206.0,44.0,11.0,60.0,175.0,44.0,0.943,0.5,0.932,0.88,0.212,0.896,0.916,0.846,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0160(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1348993&t=e&l=en,"PURPOSE: codification of Regulation (EEC) No 2843/72 of the Council of 19 December 1972 on the safeguard measures provided for in the Agreement between the European Economic Community and the Republic of Iceland. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: Regulation (EEC) No 2843/72 of the Council has been substantially amended several times. It is recalled that in 1987, the Commission decided to instruct its staff that all acts should be codified after no more than ten amendments, stressing that this is a minimum requirement. The Edinburgh European Council in December 1992 confirmed the importance of codification as it offers certainty as to the law applicable to a given matter at a given time. The European Parliament, the Council and the Commission agreed, by an interinstitutional agreement dated 20 December 1994, that an accelerated procedure may be used for the fast-track adoption of codification instruments. CONTENT: in the interests of clarity and transparency of Union law, the purpose of this proposal is to undertake a codification of Regulation (EEC) No 2843/72 on the safeguard measures provided for in the Agreement between the European Economic Community and Iceland. The new Regulation will supersede the various acts incorporated in it ; it fully preserves the content of the acts being codified and hence does no more than bring them together with only such formal amendments as are required by the codification exercise itself. Main provisions codified : an Agreement between the European Economic Community and Iceland was signed in Brussels on 22 July 1972. Detailed rules are necessary for implementing the safeguard clauses and precautionary measures provided for in the Agreement. The implementation of the bilateral safeguard clauses of the Agreement requires uniform conditions for the adoption of safeguard measures. Those measures should be adopted in accordance with Regulation (EU) No 182/2011 of the European Parliament and of the Council. The Commission should adopt immediately applicable implementing acts where, in duly justified cases relating to situations referred to in the proposal (notably in the case of export aids that have a direct and immediate effect on trade, imperative grounds of urgency so require). It should be noted that the future Regulation shall repeal Regulation (EEC) No 2843/72"
329,330,18.0,1.0,"""""11.02.2015""""","""""Measures concerning anti-dumping and anti-subsidy matters""""","""""***I""""","""""Leg""""","""""Draft legislative resolution""""","""""s""""","""""Duda""""","""""A8-0033/2014""""","""""2014/0163/COD""""","""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0033&language=EN""""","""""Committee on Legal Affairs""""","""""Legal affairs""""","""""single vote""""",1.0,,0,"""""RCV""""","""""+""""",635,52,13,67.0,24.0,208.0,45.0,10.0,60.0,177.0,44.0,0.957,0.5,0.941,0.9,0.192,0.896,0.927,0.846,1,0,0,0,"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2014/0163(COD"""")",https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1349172&t=e&l=en,"PURPOSE: codification of Council Regulation (EC) No 1515/2001 of 23 July 2001 on the measures that may be taken by the Community following a report adopted by the WTO Dispute Settlement Body concerning anti-dumping and anti-subsidy matters. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: Council Regulation (EC) No 1515/2001 has been substantially amended several times. It is recalled that in 1987, the Commission decided to instruct its staff that all acts should be codified after no more than ten amendments, stressing that this is a minimum requirement. The Edinburgh European Council in December 1992 confirmed the importance of codification as it offers certainty as to the law applicable to a given matter at a given time. The European Parliament, the Council and the Commission agreed, by an interinstitutional agreement dated 20 December 1994, that an accelerated procedure may be used for the fast-track adoption of codification instruments. CONTENT: in the interests of clarity and transparency of Union law, the purpose of this proposal is to undertake a codification of Council Regulation (EC) No 1515/2001 on the measures that may be taken by the Community following a report adopted by the WTO Dispute Settlement Body concerning anti-dumping and anti-subsidy matters. The new Regulation will supersede the various acts incorporated in it ; it fully preserves the content of the acts being codified and hence does no more than bring them together with only such formal amendments as are required by the codification exercise itself. The purpose of this proposal is to establish specific provisions with a view to permitting the Union, where it considers this appropriate, to bring a measure taken under Regulation (EC) No 1225/2009 (anti-dumping measures) or Regulation (EC) No 597/2009 (anti-subsidy measures) into conformity with the recommendations and rulings contained in a report adopted by the Dispute Settlement Body (DSB) of the World Trade Organisation (WTO) concerning anti-dumping and anti-subsidy measures. In concrete terms, the Commission may: (a) repeal or amend the disputed measure; or (b) adopt any other special implementing measure deemed to be appropriate in the circumstances in order to bring the Union into conformity with the recommendations and rulings contained in the report. In addition, the Commission should be able, where appropriate, to suspend or review such measures. Any measures adopted pursuant to this Regulation shall take effect from the date of their entry into force and shall not serve as basis for the reimbursement of the duties collected prior to that date, unless otherwise provided for. Those measures should be adopted in accordance with Regulation (EU) No 182/2011 of the European Parliament and of the Council. The proposal stipulates that the advisory procedure should be used for the suspension of measures for a limited period of time given the effects of such measures."
